fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_duration,label
187,18,10215,10917,11882887.786156246,Benign
253,140,17535,8597,9990769.240404854,Brute Force
136,52,16241,1055,19283814.849201187,Benign
280,145,2144,11835,18132476.673451815,Benign
141,28,5534,8567,16154474.659234328,Benign
102,83,15635,5841,2082889.5058850676,Benign
82,197,1720,5543,8638548.003383331,Benign
257,166,2006,13015,14224802.221696643,Infiltration
282,55,12490,10556,1563554.12772134,Benign
52,7,8099,7900,5480462.043303221,Benign
50,132,13311,6529,17862636.612244446,Benign
179,123,1537,13041,3465834.57868906,Benign
221,62,16929,7318,1976096.5824342393,Benign
177,129,12016,14841,12031129.369408716,Benign
48,117,3685,2594,18982827.693127826,Benign
254,59,2980,3978,16857870.058264136,Benign
160,123,6906,3430,19520677.589698154,Benign
120,124,1539,11319,15316939.920228736,Benign
56,84,13076,8945,9310025.70760686,Benign
72,46,8261,4020,18985712.35220761,Benign
234,25,10220,558,9106032.290612925,Benign
78,14,1051,4202,7651797.710540642,Benign
299,61,2686,10413,9515722.437581243,Benign
212,157,9096,3107,16465505.133266825,Benign
70,60,11032,5610,18436177.447128877,Benign
170,42,9616,14002,7795960.089233835,Benign
25,90,11319,8956,9782701.674112989,Benign
103,117,9545,2207,18068219.142783277,Benign
147,193,4690,14369,1893829.6260447097,Benign
47,116,19073,11906,15893505.188163176,Benign
136,179,9484,2793,9630137.406452442,Benign
284,58,1716,11979,8153848.669943754,Benign
173,50,5575,2984,9491504.544899942,Benign
86,8,11670,3235,8955122.834530016,Benign
183,198,16637,11215,15375753.745568313,Benign
100,175,17346,3955,18631002.922638956,Benign
247,66,1637,1437,10337660.683484994,Benign
273,128,8979,1377,16821941.929867715,Benign
188,132,10491,11396,14906946.178532533,Benign
218,116,13631,9238,7282934.92557306,Benign
82,89,9903,2962,12158962.476004405,Benign
116,8,12725,11895,13669497.825298196,Benign
293,69,13070,4993,1446488.0659187976,Benign
191,66,4341,12270,8523155.473260567,Benign
46,94,17068,6635,19860125.34110168,Benign
146,124,6550,8481,13107872.114331778,Benign
65,134,19167,12323,7350637.316543746,Benign
196,141,15688,2715,5750456.748613829,Benign
267,189,18872,12538,4980150.43991437,Benign
67,49,17851,6226,8631186.770338941,Benign
132,150,6583,6447,4672048.121544582,Benign
197,116,13113,8921,3568537.459017035,Benign
239,180,18801,13490,7917202.404112219,Benign
177,46,19160,1927,12532994.160270074,Benign
123,45,2081,6787,3781584.4596364386,Benign
261,93,14437,2199,1842522.2033943415,Benign
116,190,5084,14342,1658023.5432101395,Benign
46,46,13253,12661,6080300.796283398,Benign
101,39,8628,14903,4612513.519809731,Benign
27,170,7195,11757,11245851.845512893,Benign
72,71,2011,2645,9658683.55396709,Benign
159,45,1813,8698,7170565.672441354,Benign
148,103,13138,7458,16837313.848868255,Benign
195,54,1272,4772,10593992.866934003,Benign
194,108,16682,9921,2739069.8495978843,Brute Force
214,90,17192,13086,6619522.727400211,Benign
269,83,19100,2323,19493446.05773524,Benign
223,49,7276,4484,19562569.094402272,Benign
265,151,7828,10968,5838761.075395266,Benign
144,110,1356,11635,4177486.447103364,Benign
70,149,14654,9322,10418074.778127642,Benign
97,197,1203,8961,10147833.445170084,Benign
216,126,18980,12868,8792616.058111325,Benign
138,81,7614,14483,11057787.322385106,Benign
12,60,15799,4271,5411712.191845816,Benign
251,116,1496,13607,3183657.489330056,Brute Force
130,97,13989,1000,11838767.711052265,Benign
111,45,17446,6106,18719361.938865125,Benign
47,174,2579,8439,3617236.25578566,Benign
142,10,5876,6107,14391479.760397786,Benign
211,102,8850,13777,9320037.060227316,Benign
30,77,5125,14289,6585555.204847276,Benign
251,172,6328,3250,17209075.14945609,Brute Force
118,45,17200,1812,9673342.196206458,Benign
93,13,10272,2653,12082928.267291812,Benign
92,12,12696,5236,9418069.451858658,Benign
78,176,4379,1108,2543742.051721505,Benign
138,190,18982,11735,12303189.051103532,Benign
205,108,17119,5604,8957978.525724303,Benign
149,199,17012,14387,2648375.515284964,Benign
292,17,4372,2163,12320422.953960525,Benign
243,23,18453,3794,1187547.7087453227,Benign
32,102,15412,6424,4961887.376837254,Benign
162,100,2192,2497,15840321.201199036,Benign
286,53,18197,11121,1720621.0723159546,Benign
70,104,2152,6522,13286959.863047637,Benign
61,86,2883,12891,19044431.977939155,Infiltration
162,162,17651,11403,4252656.705287129,Benign
246,70,3812,3685,8925125.343981918,Benign
41,95,13872,2031,11934456.250048965,Benign
64,63,7562,14775,9557900.935943041,Benign
45,57,8013,13866,12787176.037453577,Benign
119,56,6177,4716,8677852.978172965,Benign
186,85,17767,7884,3821578.4514164887,Benign
106,163,18433,4206,2691842.836664658,Benign
222,19,19217,11766,15144419.967365744,Benign
146,125,9989,7759,5533855.040916191,Benign
15,152,5467,5002,17101555.942567743,Benign
118,9,6155,9367,15117517.632614966,Benign
44,139,15136,10346,1939610.502504872,Benign
48,22,18674,13219,4823011.224210968,Benign
159,60,8961,5504,6547860.474631226,Benign
127,79,8186,12848,12295162.727694763,Benign
270,100,8506,4044,16386713.00598764,Benign
96,118,19571,14058,2146331.84801004,Benign
85,105,9258,4318,5742570.085716408,Benign
223,177,14302,8587,8147985.485214697,Benign
294,32,17183,7582,4484165.937175159,Benign
248,54,8791,3943,11360549.852620633,Benign
174,6,7770,6209,10082047.107807895,Benign
96,72,10893,1547,7013417.198972038,Benign
150,132,18989,11145,10820850.85148678,Benign
169,81,8987,10023,7760609.722671164,Benign
55,28,8165,12774,7520687.281878524,Benign
121,116,14514,3160,6042514.981782857,Benign
54,180,5505,8430,11268320.751973378,Benign
256,177,6807,10954,9438192.49459421,DoS
113,123,7256,13049,4730170.898417251,Benign
94,190,16156,7558,1246358.9570657846,Benign
143,40,12908,14224,3867661.2716454687,Benign
117,6,5284,6766,1813857.4284722456,Benign
27,131,15438,9455,9200377.83913021,Benign
103,109,3154,11059,5276840.224334808,Benign
159,22,8742,8577,8988651.317969766,Benign
255,181,15227,3908,7259547.594030168,Benign
298,12,15265,6801,11222281.403044768,Benign
218,190,19604,7994,14753469.746983416,Benign
135,19,10190,2184,10106964.824543271,Benign
244,149,18105,13876,2177393.1578434864,Benign
131,27,5025,13156,1332699.1468832514,Benign
147,198,16907,1369,5051392.1592732435,Benign
124,97,15469,5623,9074382.713196222,Benign
171,159,6156,11425,1853195.5439180788,Benign
210,169,15428,9605,7226942.291957892,Brute Force
243,53,15410,6375,17853488.450007893,Benign
37,68,11995,11823,2710361.4151912183,Benign
20,38,5812,7712,19021813.6856219,Benign
215,22,9650,7227,17276763.734673273,Benign
176,68,17058,10322,16803841.964257237,Benign
256,110,3456,1042,17409511.706649527,Benign
56,78,17590,2703,2520955.039806679,Benign
255,106,18740,3435,3872193.785595239,Benign
136,176,13960,1251,3553076.1046605613,Benign
156,21,12788,2611,3113594.4042761433,Benign
127,191,8156,9112,7226513.171112356,Benign
161,145,15265,11062,16774120.776060019,Benign
81,56,9151,7776,5787280.728993356,Benign
146,192,11987,10178,5640211.90085294,Benign
184,174,13560,6199,13841886.390991652,Benign
298,68,3673,1046,2841576.9405976254,Benign
28,198,15999,5461,7845319.8548765555,Benign
204,38,18433,3057,6613099.830040199,Benign
184,99,7823,2071,17098716.418459006,Benign
150,91,19975,7084,10775524.27488374,Benign
255,106,7876,9145,13282997.71831688,Benign
102,196,6973,3191,3451652.425918469,Benign
248,165,9282,7460,18649446.950562295,Benign
214,144,9667,10449,7126590.9283769885,Benign
57,80,9056,5274,14429937.919020068,Benign
254,23,3046,13061,19137897.41839533,Brute Force
137,141,8736,559,10664328.370704047,Benign
291,78,4690,13129,10643169.915943256,Benign
26,149,3745,10109,3227739.0476105865,Benign
80,54,3639,10852,8415235.572039455,Benign
278,43,1076,14602,17196833.838749174,Benign
291,173,7473,6711,3567023.6348800184,Benign
16,142,11622,1838,18432578.48065249,Benign
112,16,19808,9158,13678878.873346478,Benign
202,83,6296,7501,8998236.866121732,Benign
250,19,19605,11002,11383469.951987488,Benign
71,32,1405,8448,3859435.5469973176,Benign
26,136,19513,2971,5132182.569616888,Benign
180,40,13308,9411,6441760.114266783,Benign
34,123,16345,9927,8312076.245313875,Brute Force
260,69,1397,9254,18394917.90486671,Benign
262,102,15665,9674,7983811.474337983,Probe
216,51,15560,11658,10952869.567338198,Benign
38,85,11000,11027,4078497.066939002,DoS
126,43,5989,5020,14983490.819989342,Benign
291,42,19328,13341,11645336.132267328,Benign
153,48,9629,13546,9358241.701684067,Benign
34,183,6391,8601,18996542.845605675,Benign
165,101,1222,2230,17922366.038694896,Benign
82,128,18994,4839,13530714.174545448,Benign
129,30,8830,8379,18514435.716974013,Benign
102,168,17230,8537,11730854.103728378,Infiltration
95,101,5000,8300,16711805.88259007,Benign
127,5,18449,3547,8779743.119518539,Benign
242,57,14487,10049,2648139.635611005,Benign
208,10,6393,11067,19888823.201053083,Benign
215,41,1603,11454,4146998.8957048776,Benign
156,6,7295,5725,5778690.745920797,Benign
280,127,9380,2285,4098964.39907195,Benign
148,73,8103,14698,7412110.841596156,Benign
190,173,18021,2462,6496322.540800436,Benign
39,183,15546,7746,12420942.722435463,Benign
66,179,16456,9880,19932740.273966406,Benign
241,17,19228,6465,1997672.0542258015,Benign
155,73,15674,3178,15790419.15257312,Benign
57,70,1046,6605,3431846.5637232442,Benign
203,63,1819,13868,1376865.4680120973,Benign
233,72,4807,13747,13132959.582198203,Benign
145,63,2080,11699,17592989.348517977,Brute Force
31,121,4146,5807,4349671.626319511,Benign
15,14,18661,3623,7490661.908197,Benign
213,145,12926,3643,4206253.880238466,Benign
248,134,16930,3300,18223643.816755425,Benign
194,19,16172,823,6136848.215944329,Benign
229,50,16287,12375,9449544.936715947,Benign
125,189,7741,2702,18000084.249378487,Benign
58,142,3217,6702,11504514.871490764,Benign
182,154,3886,7942,18724146.21460541,Benign
91,93,14344,2294,18602557.87829374,Benign
54,81,9987,10940,9770419.377980698,Benign
29,140,8293,2842,12065269.641934041,Benign
230,153,4006,12085,5375971.200545801,Benign
132,154,7958,12092,19820180.5572221,Benign
243,114,11581,10667,6288016.547824103,Benign
230,101,5143,14201,15882832.771638073,Benign
12,49,15699,3545,6946412.142949293,Benign
191,95,18602,1807,6947802.979705916,Benign
215,172,9018,1955,2973395.6073179757,Benign
49,118,10952,9654,11638020.405135017,Benign
68,154,9916,10409,5651814.424435976,Benign
71,162,18728,11121,3819500.397394757,Benign
141,194,1137,5891,5306667.195817936,Benign
69,77,15156,3039,5770769.984216568,Benign
131,177,14381,4118,10577585.666270234,Benign
116,39,14893,2878,8332537.694555683,Benign
105,46,17360,9566,2434315.3394172415,Benign
244,137,1058,12362,11184543.07502136,Benign
71,31,18154,2705,15967201.58018653,Benign
265,194,1388,13219,11910468.056985911,Benign
58,36,13116,1639,19516264.792783644,Benign
168,140,8012,4091,2883853.9547449565,Benign
133,107,13626,5214,16601894.398404079,Benign
216,89,5852,5214,10608160.728049329,Infiltration
57,150,17979,11365,10910308.373359334,Benign
145,82,9627,13222,10862898.75834142,Benign
210,147,2982,10237,7181057.73024513,Benign
259,158,15816,11535,7166545.270564796,Benign
218,185,12060,13719,13005045.62620704,Infiltration
220,48,13401,5167,1850536.6222792119,Benign
201,36,11411,8957,12186934.860734265,Benign
53,32,9209,8793,14767223.646007394,Benign
38,171,6429,8354,7770199.576032942,Benign
68,164,13158,11448,5129781.849733032,Infiltration
80,81,19076,7658,5054351.341735184,Benign
101,22,5376,4473,2554953.413546754,Benign
274,107,19079,10226,2704667.0649217577,Benign
229,74,14978,2769,4167069.4956972613,Benign
224,123,18970,11654,1364285.196008655,DoS
286,143,13705,2983,6058472.742959501,Benign
73,164,11861,1713,6821634.755711243,Benign
254,152,8965,5235,19909203.813766487,DoS
71,101,19652,11684,19842067.01546638,Benign
179,172,11248,4929,4553928.089904611,Benign
278,140,15220,9598,5047611.003841564,Benign
276,39,8461,10273,10346221.040648218,Benign
63,73,13821,10296,3826902.3410164933,Benign
25,130,14410,6495,10576748.755005643,Probe
17,103,2405,1069,8588404.391296413,Benign
113,82,12179,8595,7167834.929947576,Benign
68,153,4575,14950,16629498.245385729,Benign
49,115,3727,2045,16734236.299868096,Benign
246,156,7487,1408,19769899.872690804,Benign
103,21,15760,4962,5238674.167550063,Benign
231,150,7291,4583,17877272.445731178,Benign
213,144,3501,3840,11219072.663804688,Probe
147,148,18321,7447,12237729.195314689,Benign
216,8,11272,7539,18029571.072318,Benign
90,166,2755,7612,18909985.13118808,Benign
227,96,4390,2925,14809413.896312108,Benign
11,178,6816,11910,7609006.206767353,Benign
187,79,18600,7655,10303691.803701602,Benign
288,163,18587,10857,12686023.417028088,Benign
155,157,2890,9705,16744160.740735842,Brute Force
233,107,12223,11898,13501006.402173553,Benign
71,28,14829,7170,7943504.717064838,Benign
248,69,8688,2372,8939728.575845594,Benign
204,121,7500,5409,1958316.3387462208,Benign
175,157,7716,8897,18561089.348305583,Benign
231,160,4746,1315,2674261.2532603713,Benign
70,168,19579,565,12018685.02302535,Benign
138,86,14014,12737,17561385.743537612,Benign
182,10,16675,2551,8996439.740785137,Benign
165,70,10193,502,16202384.262716059,Benign
119,71,4629,7926,16272505.513089607,DoS
278,76,8766,14526,2137074.7331386916,Benign
287,99,7147,824,8830730.788883712,Benign
83,52,16113,14051,14129484.247053828,Benign
216,74,15442,6634,9024716.672308777,Benign
288,82,15410,1104,11358177.715407766,Benign
213,71,2063,5391,12294700.18752616,Benign
170,180,9830,3082,3873358.157893607,Benign
37,69,11934,14609,8827642.916822068,Benign
266,176,10334,11338,1540801.211987751,Benign
174,67,11312,3622,3842895.580711544,Benign
72,50,4275,8476,10732827.204153473,Benign
31,151,1976,3614,11898133.960837396,Benign
79,196,13383,11967,3778453.725241584,Benign
105,77,12406,846,15356766.13403599,Benign
172,75,12739,13869,8086769.869548861,Benign
88,114,5069,12846,18492348.64772577,Benign
14,182,16604,11419,8365591.742802724,Benign
129,67,15612,14497,3846408.5522194863,Benign
187,45,17334,11250,15401438.714934396,Benign
185,11,7402,12081,11788215.20834725,Benign
226,141,13333,3943,8347075.196638959,Benign
65,8,1345,2754,7763186.10521297,Benign
196,93,5942,8802,3864610.4975881497,Benign
241,181,18460,522,7475857.921854218,Benign
264,138,10363,14239,1557538.6785883657,Benign
113,86,4770,4316,10545636.36743965,Benign
86,25,12353,10655,18037751.094460983,Benign
239,147,9424,13574,16111285.128091214,Benign
267,132,12990,2207,1541902.746880072,Benign
273,199,9048,11774,17743946.19909642,Benign
191,198,13099,7215,9594171.748768512,Benign
265,188,12891,6553,4626937.842894394,Benign
47,109,16573,4315,15295827.149092361,Benign
185,108,17834,9438,7134597.4533638805,Benign
36,72,10554,1014,5813050.039600204,Benign
285,164,1350,6787,4065049.728849405,Benign
149,198,10500,3539,10245816.231104232,Benign
296,114,5004,6361,2774485.99143946,Benign
100,161,12117,3356,15926649.453161944,Benign
70,70,17628,2841,9942816.95666181,Benign
172,166,14015,9016,9492551.919559484,Benign
152,31,5734,6836,1035225.1731488986,Probe
262,64,13871,3862,16539413.345862664,Benign
278,122,16162,8306,10363904.12172682,Benign
196,171,17824,3990,9357995.87622561,Benign
95,48,12737,3007,15466312.82040342,Benign
175,40,10659,14807,2195072.4329144564,Benign
123,23,17795,8648,7966928.66580887,Benign
192,95,1813,5667,11938945.193521373,Benign
216,49,19114,3678,9750973.692044567,Benign
265,153,7643,7931,4451138.907681514,Benign
244,155,14269,3824,6686253.645925924,Benign
12,159,19358,10254,6703810.5953050265,Benign
217,102,1549,2044,19847445.252539314,Benign
206,23,15452,6351,7197745.257326327,Benign
134,45,19321,11921,4898459.188303681,Benign
147,30,1203,9217,16630105.908978783,Infiltration
34,32,16718,13706,9002253.845068563,Benign
77,68,4588,6672,9433410.195253965,Benign
70,72,3536,5133,11428892.206419008,Benign
38,84,9298,10441,12318094.74798772,Benign
28,55,3701,6786,12220556.40779645,Benign
180,106,13089,13414,1655494.7258098347,Benign
83,180,11411,9532,16558006.225061102,Benign
70,14,8825,2765,4702203.562421922,Benign
162,171,6974,13380,6554500.4278933555,Benign
285,104,5090,9404,4295160.880392834,Brute Force
57,126,11559,8758,15574456.493181678,Benign
220,151,10252,9452,12089501.859882971,Benign
148,68,3546,6787,15350626.902288975,Benign
119,128,4736,5760,13414569.703156708,Benign
192,23,15600,14157,2979014.0539686354,Benign
37,80,2672,9156,6728495.741169101,Benign
206,66,1401,4691,10638038.032212304,Benign
200,145,16322,13195,6793955.597195909,Benign
60,29,12191,11881,4938774.183716213,Benign
158,93,5313,14641,17526427.412265398,Benign
277,96,15665,5399,15207889.829092143,Benign
59,46,12644,1967,7559181.150529357,Benign
255,121,12826,5352,15535234.889949072,Benign
122,43,17471,6601,12923233.750459332,Benign
179,162,17303,8047,1071928.9390155384,Benign
175,137,7279,3260,8224978.494221064,Benign
23,85,19589,6921,6519262.484692279,Benign
212,150,3967,13148,5140263.81241204,Benign
297,111,5250,1893,5780198.487346053,Benign
198,115,4238,4193,18904932.084934928,Benign
164,25,9513,12999,10240024.291839208,Benign
64,54,3738,5878,17106465.646258272,Benign
191,125,5936,2199,5070125.890906668,Benign
219,138,2836,1620,4313672.193273018,Benign
84,54,19943,5829,17887002.177964285,Benign
286,198,2568,2071,10418389.02986689,Benign
142,119,11514,13565,18007890.380935848,Benign
68,5,15047,14856,2197548.2045542235,Benign
191,189,5720,1228,18412274.921349846,Benign
73,34,8957,12196,8893461.010502238,Benign
269,190,12155,1115,3952039.261015108,Benign
202,111,9544,870,13984271.099268688,Benign
152,184,7525,12156,16141150.982590882,Benign
113,169,17083,7267,1900119.8240466071,Benign
223,52,8935,5838,19756723.513955038,Benign
251,91,7737,14315,14243510.859007426,Benign
218,133,3540,13419,7106637.841499043,DoS
102,23,18218,13548,3874582.118212421,Benign
151,50,18013,5442,8458096.87888608,Benign
121,199,3986,9639,5190747.55061389,Benign
68,134,15958,1619,10388911.248363819,Benign
52,60,7485,10147,15855961.461316224,Benign
216,149,12772,6831,13542477.390060512,Benign
277,96,11152,11240,9282763.19085285,Benign
127,86,13531,7519,3259934.5670209415,Benign
29,83,6867,2922,19185981.524992134,Benign
231,154,5626,8090,6137039.983559247,Benign
175,109,3262,13955,6278856.371625329,Benign
140,31,3414,12303,13264542.214932116,Benign
165,59,11353,11238,15639682.820794951,Benign
193,164,16559,14841,19698902.54102964,Probe
99,64,13312,10032,19414120.951928318,Benign
103,113,6240,12537,18361449.960409533,Benign
22,160,15053,14041,9270957.780283647,Benign
239,160,10049,10210,4166723.535372514,Probe
35,124,6122,6325,12104952.862445926,Benign
84,157,5993,7260,1327873.605388593,Benign
159,89,19876,10651,4728727.940912476,Benign
157,90,16613,9402,1048058.5391005275,Benign
17,121,9211,5070,4430182.338859237,Benign
38,158,14515,1073,10020385.344528865,Benign
218,112,9997,11535,8473161.910774902,Benign
137,79,17335,1007,8016634.733606145,Benign
125,123,3175,7235,16788104.414743386,Benign
153,149,3405,2722,13824929.78826788,Benign
244,11,8341,8188,18792203.494551014,Benign
16,188,12156,13479,9461480.722875778,Benign
54,196,16963,1794,6172363.834043084,Benign
248,152,18989,10389,3331006.2226337553,Benign
164,170,19941,1287,13768520.518017774,Benign
190,79,16779,12481,16993080.680961482,Benign
224,62,19426,5167,4491047.92097337,Benign
97,20,1778,2733,17696302.145738184,Benign
265,183,4159,9278,10999247.832211329,Benign
82,31,7395,11857,3737532.010678086,Benign
188,55,2746,4150,13214403.173133343,Benign
221,79,6974,13301,10881002.089207057,Benign
243,148,6150,3749,1535487.398941914,Benign
248,91,13132,11393,8585620.88980586,Benign
232,192,17804,6571,15910971.86591531,Benign
128,127,11043,4536,11553051.315020036,Benign
273,80,19492,9247,6358781.39898808,Benign
216,44,5674,2209,18644193.504268445,Benign
104,71,4996,12667,5517801.722833338,Benign
231,134,10550,13082,5801984.131719706,Benign
285,106,3626,11999,7738147.579324998,Benign
240,180,1490,5712,17996219.36386644,Benign
128,184,10487,2010,10644882.51308481,Benign
277,156,11273,14879,13961402.12529075,Benign
282,97,14684,11278,19549019.27769533,Benign
73,114,12366,6403,15882629.640954925,Benign
20,86,16906,12238,4279402.254370771,Benign
107,82,5989,14874,15978724.651759556,Benign
80,6,13021,8667,15218405.835294358,Benign
67,69,4380,8052,5419722.895067287,Benign
299,24,6689,12768,7181646.786864703,Infiltration
260,38,9603,4006,14492436.557398459,Benign
285,45,8473,6578,5529468.787289313,Benign
59,173,2676,6932,4955550.511049766,Benign
225,27,8790,13035,14365982.670476291,Benign
61,42,6282,4133,17731314.363575507,Benign
280,176,14376,11098,2425316.9698202806,Benign
93,71,10431,1961,9472246.969904143,Benign
135,66,1602,6414,12536329.186251149,Benign
81,144,2937,6852,13849258.930809291,Benign
245,34,7812,2671,19927722.33512175,Benign
65,91,2067,13762,13971147.246017694,Benign
119,197,14401,14665,12782928.146945927,Benign
201,173,6252,8428,19804948.893871035,Benign
102,152,14472,9094,2152694.667185492,Benign
65,122,1379,8975,2414301.026908866,Benign
69,10,6196,7306,11652968.0020576,Benign
147,79,14881,6615,7814627.672642226,Benign
48,136,13119,8932,2837252.7611940624,Benign
37,97,9737,12954,6822529.025763021,Benign
58,14,6259,14563,13812735.260745237,Benign
134,55,12633,5156,17731684.310045972,Benign
22,97,11461,10887,2792165.0564745297,Benign
45,42,3922,9392,11262756.18719798,Benign
110,133,4387,3170,6626195.731132016,Benign
291,140,15553,10611,13679197.10258232,Benign
95,106,11062,4860,11439578.39469263,Benign
13,85,7959,3048,18607509.11442141,Benign
232,87,10947,2826,1715993.8520478741,Benign
175,195,10559,3296,9930708.223862685,Benign
287,165,1551,7546,4662431.551663471,Benign
139,147,1133,2706,11198852.464620668,Benign
40,35,7607,5679,17218007.537270017,Probe
20,25,12103,13286,18315014.027935114,Benign
105,135,11205,2110,8566401.601126835,Benign
199,130,7599,9179,16423829.942050688,Benign
201,198,14372,964,6329653.419784603,Benign
275,39,6124,4823,1119793.9800644326,Benign
137,173,2060,9357,17249542.09293641,Benign
247,191,15048,5975,3268832.605725678,Benign
121,148,19570,10181,1334611.3438960207,Benign
154,188,4170,7465,7722155.603991023,Benign
74,49,11919,1298,8208219.802874192,Benign
256,63,17979,3300,2467183.2446731776,DoS
232,182,16583,11990,16469470.28320495,Benign
115,16,5106,3740,8706261.873958334,Benign
190,144,4421,3855,10308548.661622293,Benign
193,37,17303,4429,6027880.091103802,Benign
235,181,3278,13049,10718628.294585358,Benign
274,25,18548,12565,15567896.42172934,Benign
287,64,18001,1359,18217471.59450982,Benign
98,56,14052,9055,19440062.413967837,Benign
185,186,1450,14834,9107754.567425916,Benign
27,171,10990,14818,19810643.316600725,Benign
115,181,13778,8188,6604158.522730945,Benign
280,127,8372,12624,1132542.7704161424,Benign
176,110,2892,10837,15584723.83405506,Benign
22,196,19838,13823,4390277.322282774,Benign
41,104,14362,11523,1996641.9243533947,Benign
49,158,4808,13370,18556169.529356275,Infiltration
157,75,10476,5522,16044405.77944275,Benign
227,139,19141,8084,2950631.2292268695,Benign
228,66,17606,12264,15761292.89530233,Benign
91,92,19749,14970,17035994.25111293,DoS
217,28,2609,6902,18200731.63846885,Benign
210,44,2223,9607,11330187.28186084,Benign
47,80,2907,14774,14364829.340033824,Infiltration
220,179,15978,2274,15482546.300259208,Benign
258,140,11943,3865,14084139.76796603,Benign
236,186,6810,8514,13289838.78580628,Benign
57,13,13161,14251,11403625.80277979,Benign
27,7,15063,8842,10104713.629715819,Benign
205,186,5937,14292,19926375.37173178,Benign
196,25,18615,7925,7413654.828020972,Benign
233,99,13260,13655,2677106.6384464237,Benign
238,180,10939,11912,15535702.335068924,Benign
86,179,11750,3521,5062663.179520389,Benign
197,195,1737,4737,11121173.832755407,Benign
279,20,16935,6894,2820228.815410843,Benign
104,111,11143,4317,12766393.355519023,Benign
141,97,17913,13694,18936140.67416122,Benign
48,137,13321,9762,14731389.539532198,Benign
81,143,5418,12135,5076160.786305657,Benign
290,161,10396,12881,19451622.860488355,Benign
169,83,2986,1260,6834651.689466416,Benign
196,74,1346,4951,9295684.743335735,Benign
200,52,6825,5127,10464223.387083216,Benign
129,19,2215,3239,19823656.124095984,Benign
229,38,14890,7939,2308936.613664481,Benign
62,64,11960,10709,14237837.594275828,Benign
231,194,1244,6048,7876686.6381619815,Benign
140,6,15119,7291,2488181.0629463475,Benign
246,84,12243,8416,18765601.49502427,Benign
255,23,1132,7345,12207308.06371824,Benign
235,53,16556,7367,15316842.144186739,Benign
217,82,18754,9608,5567323.275854314,Benign
105,32,2087,14899,15469277.52995905,Benign
209,52,10839,4443,16741033.360441115,Benign
256,100,11083,3960,9185758.54707505,Benign
81,169,14415,1992,11867172.982211342,Benign
194,181,11452,4121,19465578.163661536,Benign
15,113,14828,9418,17087863.192447416,Benign
215,180,9310,14342,9452151.160295121,Benign
41,77,3903,13553,13626903.316361072,Benign
108,104,1894,10301,15900398.059247747,Benign
265,33,2265,5518,1462247.5909867212,Benign
196,192,17746,8662,12178953.745880138,Benign
85,161,10965,13440,19706043.65484146,Benign
186,62,9505,13692,18996432.346700296,Benign
296,52,19090,7250,16816367.50048644,Benign
264,27,8334,5341,3018067.7694830205,Benign
199,31,14374,9631,19886787.597806882,Benign
136,11,14348,7968,12581224.909621036,Benign
296,53,16375,587,5235256.73916032,Benign
263,186,3393,14621,13811105.102672016,Benign
222,113,12802,1062,17273947.679513946,Benign
259,72,4694,1768,3134227.4561050814,Benign
93,174,18373,10182,18412324.72249907,Benign
22,191,15911,6061,18483881.346960906,Benign
54,176,11655,13229,1255823.718395039,Benign
136,158,10096,6545,18106063.31160449,Benign
123,155,7410,11771,18989540.44656297,Benign
285,77,4397,10264,1716144.1426265587,Benign
214,105,14031,5154,6589160.146652964,Benign
282,12,1910,3671,8089042.629506403,Benign
67,57,19507,8012,7628918.9692614125,Benign
228,146,19235,8352,15421061.508133594,Benign
118,139,15915,3300,7803984.725253473,Benign
288,141,13863,7346,19174997.388000105,Benign
183,7,12957,12105,19904859.88079002,Benign
273,82,2615,5538,7019558.543418685,Benign
120,149,11582,9949,10667214.31092363,Benign
196,176,10397,5388,11596410.965700142,Benign
278,90,5026,14961,12008653.769374173,Benign
238,50,7869,13477,8109970.889710693,Benign
165,94,11871,13264,4153876.5372177637,Benign
198,190,19830,5280,2036650.292891426,Benign
281,160,4312,11111,3020624.6473468104,Benign
11,146,9014,1643,18124533.514282983,Brute Force
255,13,6019,13329,6327125.125789634,Benign
219,119,11293,7203,2459636.681009846,Benign
295,158,4216,12966,12847064.291342705,Benign
22,134,12222,11857,2430835.8739644205,Benign
105,79,19908,11306,2331005.8537114607,Benign
230,85,14603,1247,12809839.611553209,Benign
247,132,14340,7594,12236509.639772082,Benign
103,38,11934,6945,1788068.452049242,Benign
278,151,19345,12181,9749078.854302026,Benign
180,43,5625,11325,9279597.850214656,Benign
103,17,9292,14263,11387093.464348545,Benign
158,137,10505,3988,15019049.498298962,Benign
121,54,4448,10539,6373200.903681688,Benign
64,27,15678,12717,9222825.388092395,Benign
125,126,7047,9837,16062111.002858333,DoS
152,124,2214,2604,18528571.418750804,Benign
210,92,10558,4356,17935136.487947684,Benign
189,161,8875,5619,10074988.089786792,Benign
211,116,14919,5758,10896450.143039936,Benign
62,115,16225,14010,11053003.400891028,Benign
189,76,12815,3268,17505595.824442208,Benign
146,158,6479,4559,16958850.631822012,Benign
191,61,1172,2308,6919118.042361557,Benign
10,5,18270,5980,4094144.09901867,Benign
53,160,17044,909,8200516.668349931,Benign
236,117,7263,1145,6479721.281738622,Benign
107,66,12621,12612,19064833.77148328,DoS
217,51,10601,2051,6052397.90933438,Benign
274,82,8056,14426,4442926.952811776,Benign
297,110,15245,5862,18090102.188625094,Benign
